epoch:3,test_loss:22.472785587859864
epoch:13,test_loss:15.049489107562515
epoch:23,test_loss:13.902254350946368
epoch:33,test_loss:12.350969178657477
epoch:43,test_loss:11.042470767285364
epoch:53,test_loss:11.106326320588785
epoch:63,test_loss:10.03074378421214
epoch:73,test_loss:10.868155151938462
epoch:83,test_loss:9.937109184655188
epoch:93,test_loss:10.524936729432353
epoch:103,test_loss:9.952445640641976
epoch:113,test_loss:9.344004987638964
epoch:123,test_loss:9.646394559492082
epoch:133,test_loss:9.435093218863564
epoch:143,test_loss:9.233383145106558
epoch:153,test_loss:8.979441087838893
epoch:163,test_loss:9.178457528666842
epoch:173,test_loss:9.504128122922289
epoch:183,test_loss:9.053853667905651
epoch:193,test_loss:9.285730797895306
epoch:203,test_loss:8.943234734552469
epoch:213,test_loss:8.352393432516374
epoch:223,test_loss:7.986105656800113
epoch:233,test_loss:8.61544157901012
epoch:243,test_loss:8.476172938218596
epoch:253,test_loss:8.440273536944963
epoch:263,test_loss:8.04553839716687
epoch:273,test_loss:9.34164306595019
epoch:283,test_loss:9.204551828194475
epoch:293,test_loss:8.37260661200943
epoch:303,test_loss:8.894225622959926
epoch:313,test_loss:9.305132217371222
epoch:323,test_loss:8.780502007295262
epoch:333,test_loss:8.077077062395883
epoch:343,test_loss:7.880708311308062
epoch:353,test_loss:8.248200276596696
epoch:363,test_loss:8.468188633422947
epoch:373,test_loss:8.420073205726748
epoch:383,test_loss:8.041664379168479
epoch:393,test_loss:7.996833103378558
epoch:403,test_loss:7.947860150099438
epoch:413,test_loss:8.156239662752487
epoch:423,test_loss:7.924393965160207
epoch:433,test_loss:8.20838369669846
epoch:443,test_loss:8.003350513356839
epoch:453,test_loss:8.068849977952645
epoch:463,test_loss:8.845148443894434
epoch:473,test_loss:8.248333454357109
epoch:483,test_loss:8.046788567133026
epoch:493,test_loss:8.27952049354984
epoch:503,test_loss:7.4189449698553345
epoch:513,test_loss:8.672582859473163
epoch:523,test_loss:7.826993681526754
epoch:533,test_loss:8.229441044633262
epoch:543,test_loss:8.045406303447768
epoch:553,test_loss:8.354553343271974
epoch:563,test_loss:7.869943622074844
epoch:573,test_loss:7.643823815682258
epoch:583,test_loss:8.739833268913737
epoch:593,test_loss:7.996412520853438
epoch:603,test_loss:8.051799526337616
epoch:613,test_loss:8.150619412623657
epoch:623,test_loss:8.170564325646783
epoch:633,test_loss:7.955532244396824
epoch:643,test_loss:7.846098887389686
epoch:653,test_loss:7.92449452626887
epoch:663,test_loss:7.7081790238182855
epoch:673,test_loss:8.218351866701255
epoch:683,test_loss:7.401121012009745
epoch:693,test_loss:8.099161199377978
epoch:703,test_loss:8.119832838033568
epoch:713,test_loss:7.675165979596303
epoch:723,test_loss:7.907087154727472
epoch:733,test_loss:7.649830816226015
epoch:743,test_loss:7.6974781595049775
epoch:753,test_loss:7.957957408929633
epoch:763,test_loss:7.453955187219221
epoch:773,test_loss:7.907712270914618
epoch:783,test_loss:7.922910958842622
epoch:793,test_loss:8.178070284387536
epoch:803,test_loss:7.9300904711293825
epoch:813,test_loss:7.400834391547277
epoch:823,test_loss:7.559681405581561
epoch:833,test_loss:8.408250361957583
epoch:843,test_loss:7.8950089380691235
epoch:853,test_loss:7.674169442892562
epoch:863,test_loss:7.2626339262979895
epoch:873,test_loss:8.063360248437856
epoch:883,test_loss:8.216461372465501
epoch:893,test_loss:8.141551686098351
epoch:903,test_loss:7.893976803525019
epoch:913,test_loss:7.218925079722553
epoch:923,test_loss:7.802844460250185
epoch:933,test_loss:8.445862626511852
epoch:943,test_loss:7.675254041675654
epoch:953,test_loss:7.169196132595704
epoch:963,test_loss:7.519395834847931
epoch:973,test_loss:7.706589974077389
epoch:983,test_loss:7.220566739821483
epoch:993,test_loss:8.026063373896317
epoch:1003,test_loss:7.182744862843145
epoch:1013,test_loss:8.099781602250717
epoch:1023,test_loss:7.334042618592355
epoch:1033,test_loss:8.012453695203929
epoch:1043,test_loss:7.390552755382538
epoch:1053,test_loss:7.712542648639472
epoch:1063,test_loss:7.623793642645046
epoch:1073,test_loss:7.521217847856801
epoch:1083,test_loss:7.876070684169249
epoch:1093,test_loss:7.519580138972932
epoch:1103,test_loss:7.921732573834008
epoch:1113,test_loss:8.09396188522034
epoch:1123,test_loss:7.009902418831787
epoch:1133,test_loss:7.254516341728629
epoch:1143,test_loss:7.235579577222905
epoch:1153,test_loss:7.060475252063577
epoch:1163,test_loss:7.5405168633838295
epoch:1173,test_loss:7.263145509185479
epoch:1183,test_loss:7.282448511932262
epoch:1193,test_loss:7.201022489726853
