epoch:0,train_loss:67.57183965597315
epoch:1,train_loss:44.47910966155269
epoch:2,train_loss:37.944974313719605
epoch:3,train_loss:34.93839313666413
epoch:4,train_loss:32.658079183496426
epoch:5,train_loss:30.34192132781044
epoch:6,train_loss:29.195713191743934
epoch:7,train_loss:27.8222053628053
epoch:8,train_loss:27.005046379085154
epoch:9,train_loss:25.825180388580925
epoch:10,train_loss:25.592600598977025
epoch:11,train_loss:24.791657061859276
epoch:12,train_loss:24.087773179254025
epoch:13,train_loss:23.544045360609896
epoch:14,train_loss:23.28988377284471
epoch:15,train_loss:22.835181246544238
epoch:16,train_loss:22.543776020118163
epoch:17,train_loss:21.952072324792567
epoch:18,train_loss:21.402179700914004
epoch:19,train_loss:21.402194726254276
epoch:20,train_loss:20.925675048203995
epoch:21,train_loss:20.952249599442684
epoch:22,train_loss:20.451870607634003
epoch:23,train_loss:20.374760297902647
epoch:24,train_loss:20.007234294155904
epoch:25,train_loss:20.053224255584258
epoch:26,train_loss:19.820274359628723
epoch:27,train_loss:19.663709320185983
epoch:28,train_loss:19.3153343245693
epoch:29,train_loss:19.234496003889618
epoch:30,train_loss:18.903956450851897
epoch:31,train_loss:18.981995649119472
epoch:32,train_loss:18.816468106727957
epoch:33,train_loss:18.627395980956187
epoch:34,train_loss:18.690411727546397
epoch:35,train_loss:18.271560399488997
epoch:36,train_loss:17.968671944086438
epoch:37,train_loss:18.05970919772679
epoch:38,train_loss:17.885918318911184
epoch:39,train_loss:17.81792518965596
epoch:40,train_loss:17.789838974681967
epoch:41,train_loss:17.447521134401057
epoch:42,train_loss:17.833866992267197
epoch:43,train_loss:17.21747815958739
epoch:44,train_loss:17.322267165521968
epoch:45,train_loss:17.017017876108877
epoch:46,train_loss:17.50329035987995
epoch:47,train_loss:16.907998068143446
epoch:48,train_loss:16.93247176810758
epoch:49,train_loss:16.881662375825886
epoch:50,train_loss:16.61118349297214
epoch:51,train_loss:16.74340348433878
epoch:52,train_loss:16.442607813924937
epoch:53,train_loss:16.50915200155368
epoch:54,train_loss:16.474940085517968
epoch:55,train_loss:16.376923133131747
epoch:56,train_loss:16.05605820747567
epoch:57,train_loss:16.18628771243384
epoch:58,train_loss:16.019165618183536
epoch:59,train_loss:16.130212338970505
epoch:60,train_loss:15.96034773874084
epoch:61,train_loss:16.018682721258852
epoch:62,train_loss:15.70607011312393
epoch:63,train_loss:15.772207731980451
epoch:64,train_loss:15.703921456458126
epoch:65,train_loss:15.415683412968217
epoch:66,train_loss:15.557903351307777
epoch:67,train_loss:15.378110579706181
epoch:68,train_loss:15.487927747318505
epoch:69,train_loss:15.336687098664921
epoch:70,train_loss:15.430964325054394
epoch:71,train_loss:15.01254123749857
epoch:72,train_loss:15.266069980400191
epoch:73,train_loss:15.226815270428615
epoch:74,train_loss:15.283019612646212
epoch:75,train_loss:15.024874265681728
epoch:76,train_loss:15.003506627679574
epoch:77,train_loss:15.136943640401734
epoch:78,train_loss:14.908159424466659
epoch:79,train_loss:14.785851489904028
epoch:80,train_loss:14.700337338783266
